sourceId	targetId
Node1	C57B6_analy_10d24h_moderated_ttest_p_0.05_2783_probes
Node2	C57B6_analy_10d24h_moderated_ttest_p_0.05_2783_probes
Node3	C57B6_analy_10d24h_moderated_ttest_p_0.05_2783_probes
Node4	C57B6_analy_10d24h_moderated_ttest_p_0.05_2783_probes
Node5	C57B6_analy_10d24h_moderated_ttest_p_0.05_2783_probes
Node6	C57B6_analy_10d24h_moderated_ttest_p_0.05_2783_probes
Node7	C57B6_analy_10d24h_moderated_ttest_p_0.05_2783_probes
Node8	C57B6_analy_10d24h_moderated_ttest_p_0.05_2783_probes
Node9	C57B6_analy_10d24h_moderated_ttest_p_0.05_2783_probes
Node10	C57B6_analy_10d24h_moderated_ttest_p_0.05_2783_probes
Node11	mouse_ptsd_blood_analy_10d1d_genes
Node12	mouse_ptsd_blood_analy_10d1d_genes
Node13	mouse_ptsd_blood_analy_10d1d_genes
Node14	mouse_ptsd_blood_analy_10d1d_genes
Node15	mouse_ptsd_blood_analy_10d1d_genes
Node16	mouse_ptsd_blood_analy_10d1d_genes
Node17	mouse_ptsd_blood_analy_10d1d_genes
Node18	mouse_ptsd_blood_analy_10d1d_genes
Node19	mouse_ptsd_blood_analy_10d1d_genes
Node20	mouse_ptsd_blood_analy_10d1d_genes
Node21	C57B6_analy_10d24h_moderated_ttest_p_0.01_452_probes
Node22	C57B6_analy_10d24h_moderated_ttest_p_0.01_452_probes
Node23	C57B6_analy_10d24h_moderated_ttest_p_0.01_452_probes
Node24	C57B6_analy_10d24h_moderated_ttest_p_0.01_452_probes
Node25	C57B6_analy_10d24h_moderated_ttest_p_0.01_452_probes
Node26	C57B6_analy_10d24h_moderated_ttest_p_0.01_452_probes
Node27	C57B6_analy_10d24h_moderated_ttest_p_0.01_452_probes
Node28	C57B6_analy_10d24h_moderated_ttest_p_0.01_452_probes
Node29	C57B6_analy_10d24h_moderated_ttest_p_0.01_452_probes
Node30	C57B6_analy_10d24h_moderated_ttest_p_0.01_452_probes
