sourceId	targetId
Node1	C57B6_analy_10d6w_moderated_ttest_p_0.05_4834_probes.txt
Node2	C57B6_analy_10d24h_moderated_ttest_p_0.05_2783_probes.txt
Node3	C57B6_analy_10d24h_moderated_ttest_p_0.01_452_probes.txt
Node4	C57B6_analy_10d6w_moderated_ttest_p_0.01_1283_probes.txt
Node5	C57B6_analy_10d6w_moderated_ttest_p_0.05_4834_probes.txt
Node6	C57B6_analy_10d6w_moderated_ttest_p_0.05_4834_probes.txt
Node7	C57B6_analy_10d24h_moderated_ttest_p_0.05_2783_probes.txt
Node8	C57B6_analy_10d24h_moderated_ttest_p_0.01_452_probes.txt
Node9	C57B6_analy_10d24h_moderated_ttest_p_0.05_2783_probes.txt
Node10	C57B6_analy_10d6w_moderated_ttest_p_0.01_1283_probes.txt
Node11	C57B6_analy_10d24h_moderated_ttest_p_0.05_2783_probes.txt
Node12	C57B6_analy_10d24h_moderated_ttest_p_0.05_2783_probes.txt
Node13	C57B6_analy_10d24h_moderated_ttest_p_0.01_452_probes.txt
Node14	C57B6_analy_10d6w_moderated_ttest_p_0.05_4834_probes.txt
Node15	C57B6_analy_10d24h_moderated_ttest_p_0.01_452_probes.txt
Node16	C57B6_analy_10d6w_moderated_ttest_p_0.01_1283_probes.txt
Node17	C57B6_analy_10d24h_moderated_ttest_p_0.05_2783_probes.txt
Node18	C57B6_analy_10d6w_moderated_ttest_p_0.05_4834_probes.txt
Node19	C57B6_analy_10d24h_moderated_ttest_p_0.01_452_probes.txt
Node20	C57B6_analy_10d24h_moderated_ttest_p_0.05_2783_probes.txt
Node21	C57B6_analy_10d24h_moderated_ttest_p_0.01_452_probes.txt
Node22	C57B6_analy_10d24h_moderated_ttest_p_0.05_2783_probes.txt
Node23	C57B6_analy_5d24h_moderated_ttest_p_0.01_1261_probes.txt
Node24	C57B6_analy_10d24h_moderated_ttest_p_0.01_452_probes.txt
Node25	C57B6_analy_10d24h_moderated_ttest_p_0.05_2783_probes.txt
Node26	C57B6_analy_10d24h_moderated_ttest_p_0.01_452_probes.txt
Node27	C57B6_analy_10d24h_moderated_ttest_p_0.05_2783_probes.txt
Node28	C57B6_analy_10d24h_moderated_ttest_p_0.01_452_probes.txt
Node29	C57B6_analy_10d24h_moderated_ttest_p_0.01_452_probes.txt
Node30	C57B6_analy_10d24h_moderated_ttest_p_0.05_2783_probes.txt
Node31	C57B6_analy_10d24h_moderated_ttest_p_0.01_452_probes.txt
Node32	C57B6_analy_10d24h_moderated_ttest_p_0.05_2783_probes.txt
Node33	C57B6_analy_10d24h_moderated_ttest_p_0.01_452_probes.txt
Node34	C57B6_analy_10d24h_moderated_ttest_p_0.01_452_probes.txt
Node35	C57B6_analy_10d6w_moderated_ttest_p_0.01_1283_probes.txt
Node36	C57B6_analy_10d24h_moderated_ttest_p_0.05_2783_probes.txt
Node37	C57B6_analy_10d6w_moderated_ttest_p_0.05_4834_probes.txt
Node38	C57B6_analy_10d24h_moderated_ttest_p_0.01_452_probes.txt
Node39	C57B6_analy_10d24h_moderated_ttest_p_0.05_2783_probes.txt
Node40	C57B6_analy_10d24h_moderated_ttest_p_0.01_452_probes.txt
Node41	C57B6_analy_5d24h_moderated_ttest_p_0.05_4089_probes.txt
Node42	C57B6_analy_10d6w_moderated_ttest_p_0.05_4834_probes.txt
Node43	C57B6_analy_10d6w_moderated_ttest_p_0.01_1283_probes.txt
Node44	C57B6_analy_10d24h_moderated_ttest_p_0.05_2783_probes.txt
Node45	C57B6_analy_10d6w_moderated_ttest_p_0.05_4834_probes.txt
Node46	C57B6_analy_10d24h_moderated_ttest_p_0.01_452_probes.txt
Node47	C57B6_analy_10d24h_moderated_ttest_p_0.05_2783_probes.txt
Node48	C57B6_analy_10d6w_moderated_ttest_p_0.05_4834_probes.txt
Node49	C57B6_analy_10d24h_moderated_ttest_p_0.01_452_probes.txt
Node50	C57B6_analy_10d24h_moderated_ttest_p_0.05_2783_probes.txt
Node51	C57B6_analy_10d24h_moderated_ttest_p_0.01_452_probes.txt
Node52	C57B6_analy_10d6w_moderated_ttest_p_0.01_1283_probes.txt
Node53	C57B6_analy_10d24h_moderated_ttest_p_0.05_2783_probes.txt
Node54	C57B6_analy_10d6w_moderated_ttest_p_0.05_4834_probes.txt
Node55	C57B6_analy_10d24h_moderated_ttest_p_0.01_452_probes.txt
Node56	C57B6_analy_10d6w_moderated_ttest_p_0.01_1283_probes.txt
Node57	C57B6_analy_10d24h_moderated_ttest_p_0.05_2783_probes.txt
Node58	C57B6_analy_10d6w_moderated_ttest_p_0.05_4834_probes.txt
Node59	C57B6_analy_10d24h_moderated_ttest_p_0.01_452_probes.txt
Node60	C57B6_analy_10d6w_moderated_ttest_p_0.01_1283_probes.txt
Node61	C57B6_analy_10d24h_moderated_ttest_p_0.05_2783_probes.txt
Node62	C57B6_analy_10d24h_moderated_ttest_p_0.01_452_probes.txt
